"# resource",
"# 技能资源配置表",
"# 编号","资源列表"
"string","auto"
"120","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0107s.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"121","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E4041s2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"122","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/E0101s.prefab"",})"
"123","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0107w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"124","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_magic_shoot.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E4041w2c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"125","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E0107w.prefab"",""Assets/Prefabs/Effect/E4041w3c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/curveFly.prefab"",})"
"99","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104d.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"100","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4051d2.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"101","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4051d3.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"102","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104f.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"103","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4051_1.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"104","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E4051f3c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Effect/E0100.prefab"",})"
"96","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104l.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"97","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4051_1.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"98","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Art/Sounds/s_cure.wav"",""Assets/Prefabs/Effect/E4051l3.prefab"",""Assets/Prefabs/Effect/E0100.prefab"",})"
"105","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"106","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4051_1.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"107","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Art/Sounds/s_cure.wav"",""Assets/Prefabs/Effect/E4051s3.prefab"",""Assets/Prefabs/Effect/E0100.prefab"",})"
"108","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0104s.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"109","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4051w2.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"110","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Prefabs/Effect/E4051w3.prefab"",})"
"4","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101d.prefab"",""Assets/Prefabs/Effect/E4061d1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"5","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4061d2.prefab"",""Assets/Prefabs/Effect/E4061d1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"7","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101f.prefab"",""Assets/Prefabs/Effect/E4061f1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"8","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4061f2.prefab"",""Assets/Prefabs/Effect/E4061f1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Effect/E0100.prefab"",})"
"9","({""Assets/Prefabs/Effect/E4061f3.prefab"",})"
"1","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E4061l1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"2","({""Assets/Prefabs/Effect/E0101l.prefab"",""Assets/Prefabs/Effect/E0100.prefab"",})"
"10","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E4061s1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"11","({""Assets/Prefabs/Effect/E0101s.prefab"",""Assets/Prefabs/Effect/E0100.prefab"",})"
"12","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4061s3.prefab"",""Assets/Prefabs/Effect/E4061s3c.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"13","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E0101w.prefab"",""Assets/Prefabs/Effect/E4061w1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"14","({""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4061w2.prefab"",""Assets/Prefabs/Effect/E4061w1.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",})"
"15","({""Assets/Prefabs/Effect/E0101l.prefab"",})"
"130","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_sharp_slash.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4071d1a.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4071_1.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"131","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_sharp_slash.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4071d2a.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4071_2.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"852","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_sharp_slash.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4071d2a.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4071_2.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"133","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_sharp_slash.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4071f1a.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4071_1.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"134","({""Assets/Art/Sounds/s_sharp_slash.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4071f2a.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4071_2.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"127","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_sharp_slash.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4071l1a.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4071_1.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"128","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_buff.wav"",""Assets/Prefabs/Effect/E0101l.prefab"",})"
"136","({""Assets/Art/Sounds/s_jump.wav"",""Assets/Art/Sounds/s_sharp_slash.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4071s1a.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4071_1.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
"137","({""Assets/Art/Sounds/s_magic_ready.wav"",""Assets/Art/Sounds/s_sharp_slash.wav"",""Assets/Art/Sounds/s_crt_dmg.wav"",""Assets/Art/Sounds/s_light_dmg.wav"",""Assets/Art/Sounds/s_shield_dmg.wav"",""Assets/Art/Sounds/s_magic_dmg.wav"",""Assets/Art/Sounds/s_normal_dmg.wav"",""Assets/Prefabs/Effect/E4071s2a.prefab"",""Assets/Prefabs/Effect/E0105l.prefab"",""Assets/Prefabs/Effect/E0105d.prefab"",""Assets/Prefabs/Effect/E0105f.prefab"",""Assets/Prefabs/Effect/E0105s.prefab"",""Assets/Prefabs/Effect/E0105w.prefab"",""Assets/Prefabs/Effect/E0112.prefab"",""Assets/Prefabs/Effect/E0102l.prefab"",""Assets/Prefabs/Effect/E0102d.prefab"",""Assets/Prefabs/Effect/E0102f.prefab"",""Assets/Prefabs/Effect/E0102s.prefab"",""Assets/Prefabs/Effect/E0102w.prefab"",""Assets/Prefabs/Curve/C4071_2.prefab"",""Assets/Prefabs/Curve/smallJump.prefab"",})"
